groupname,variablename,x,y
myVariables,kf_1.x[0],36.562,16.62016296
myVariables,kf_1.x[0],36.625,16.55267906
myVariables,kf_1.x[0],36.687,16.5347271
myVariables,kf_1.x[0],36.75,16.55615425
myVariables,kf_1.x[0],36.812,16.53778076
myVariables,kf_1.x[0],36.875,16.59810066
myVariables,kf_1.x[0],36.937,16.61182404
myVariables,kf_1.x[0],37,16.58461761
myVariables,kf_1.x[0],37.062,16.60204697
myVariables,kf_1.x[0],37.125,16.65455437
myVariables,kf_1.x[0],37.187,16.62215233
myVariables,kf_1.x[0],37.25,16.6350193
myVariables,kf_1.x[0],37.312,16.72278214
myVariables,kf_1.x[0],37.375,16.64488983
myVariables,kf_1.x[0],37.437,16.61573029
myVariables,kf_1.x[0],37.5,16.66657448
myVariables,kf_1.x[0],37.562,16.75050163
myVariables,kf_1.x[0],37.625,16.74570084
myVariables,kf_1.x[0],37.687,16.86133766
myVariables,kf_1.x[0],37.75,16.76453781
myVariables,kf_1.x[0],37.812,16.79729271
myVariables,kf_1.x[0],37.875,16.74753952
myVariables,kf_1.x[0],37.937,16.70383453
myVariables,kf_1.x[0],38,16.70470619
myVariables,kf_1.x[0],38.062,16.74473381
myVariables,kf_1.x[0],38.125,16.70137024
myVariables,kf_1.x[0],38.187,16.70254135
myVariables,kf_1.x[0],38.25,16.66430664
myVariables,kf_1.x[0],38.312,16.59145737
myVariables,kf_1.x[0],38.375,16.56879234
myVariables,kf_1.x[0],38.437,16.62740898
myVariables,kf_1.x[0],38.5,16.63963699
myVariables,kf_1.x[0],38.562,16.64831161
myVariables,kf_1.x[0],38.625,16.57740593
myVariables,kf_1.x[0],38.687,16.63290787
myVariables,kf_1.x[0],38.75,16.60313797
myVariables,kf_1.x[0],38.812,16.5397892
myVariables,kf_1.x[0],38.875,16.52340508
myVariables,kf_1.x[0],38.937,16.54827499
myVariables,kf_1.x[0],39,16.53085899
myVariables,kf_1.x[0],39.062,16.55275726
myVariables,kf_1.x[0],39.125,16.5327301
myVariables,kf_1.x[0],39.187,16.47587395
myVariables,kf_1.x[0],39.25,16.42593002
myVariables,kf_1.x[0],39.312,16.50191116
myVariables,kf_1.x[0],39.375,16.44880104
myVariables,kf_1.x[0],39.437,16.4827404
myVariables,kf_1.x[0],39.5,16.5104866
myVariables,kf_1.x[0],39.562,16.4976635
myVariables,kf_1.x[0],39.625,16.44507027
myVariables,kf_1.x[0],39.687,16.43813324
myVariables,kf_1.x[0],39.75,16.39484215
myVariables,kf_1.x[0],39.812,16.3960762
myVariables,kf_1.x[0],39.875,16.43435669
myVariables,kf_1.x[0],39.937,16.42872238
myVariables,kf_1.x[0],40,16.42583847
myVariables,kf_1.x[0],40.062,16.38404274
myVariables,kf_1.x[0],40.125,16.34526062
myVariables,kf_1.x[0],40.187,16.42898178
myVariables,kf_1.x[0],40.25,16.38680458
myVariables,kf_1.x[0],40.312,16.42827988
myVariables,kf_1.x[0],40.375,16.46264648
myVariables,kf_1.x[0],40.437,16.45357323
myVariables,kf_1.x[0],40.5,16.52619553
myVariables,kf_1.x[0],40.562,16.47013474
myVariables,kf_1.x[0],40.625,16.54074287
myVariables,kf_1.x[0],40.687,16.52217674
myVariables,kf_1.x[0],40.75,16.54512978
myVariables,kf_1.x[0],40.812,16.68308067
myVariables,kf_1.x[0],40.875,16.72573662
myVariables,kf_1.x[0],40.937,16.68468285
myVariables,kf_1.x[0],41,16.60935593
myVariables,kf_1.x[0],41.062,16.58244896
myVariables,kf_1.x[0],41.125,16.63733864
myVariables,kf_1.x[0],41.187,16.72481918
myVariables,kf_1.x[0],41.25,16.72313881
myVariables,kf_1.x[0],41.312,16.7609272
myVariables,kf_1.x[0],41.375,16.71559525
myVariables,kf_1.x[0],41.437,16.75429916
myVariables,kf_1.x[0],41.5,16.78829956
myVariables,kf_1.x[0],41.562,16.74170685
myVariables,kf_1.x[0],41.625,16.74003983
myVariables,kf_1.x[0],41.687,16.85429955
myVariables,kf_1.x[0],41.75,16.87614441
myVariables,kf_1.x[0],41.812,16.97385979
myVariables,kf_1.x[0],41.875,16.86338043
myVariables,kf_1.x[0],41.937,16.8055954
myVariables,kf_1.x[0],42,16.83542633
myVariables,kf_1.x[0],42.062,16.74177551
myVariables,kf_1.x[0],42.125,16.7380352
myVariables,kf_1.x[0],42.187,16.77401161
myVariables,kf_1.x[0],42.25,16.72708893
myVariables,kf_1.x[0],42.312,16.76439667
myVariables,kf_1.x[0],42.375,16.67938042
myVariables,kf_1.x[0],42.437,16.72455406
myVariables,kf_1.x[0],42.5,16.68364334
myVariables,kf_1.x[0],42.562,16.68696785
myVariables,kf_1.x[0],42.625,16.80561256
myVariables,kf_1.x[0],42.687,16.83544159
myVariables,kf_1.x[0],42.75,16.82031441
myVariables,kf_1.x[0],42.812,16.72850037
myVariables,kf_1.x[0],42.875,16.6871109
myVariables,kf_1.x[0],42.937,16.73134422
myVariables,kf_1.x[0],43,16.72887039
myVariables,kf_1.x[0],43.062,16.72669792
myVariables,kf_1.x[0],43.125,16.68552589
myVariables,kf_1.x[0],43.187,16.72995186
myVariables,kf_1.x[0],43.25,16.64912224
myVariables,kf_1.x[0],43.312,16.69590759
myVariables,kf_1.x[0],43.375,16.77420235
myVariables,kf_1.x[0],43.437,16.76651955
myVariables,kf_1.x[0],43.5,16.87755966
myVariables,kf_1.x[0],43.562,16.89864349
myVariables,kf_1.x[0],43.625,16.87583351
myVariables,kf_1.x[0],43.687,16.8185997
myVariables,kf_1.x[0],43.75,16.76625633
myVariables,kf_1.x[0],43.812,16.75953865
myVariables,kf_1.x[0],43.875,16.79496765
myVariables,kf_1.x[0],43.937,16.78476143
myVariables,kf_1.x[0],44,16.77786255
myVariables,kf_1.x[0],44.062,16.728405
myVariables,kf_1.x[0],44.125,16.64776421
myVariables,kf_1.x[0],44.187,16.57692528
myVariables,kf_1.x[0],44.25,16.63248634
myVariables,kf_1.x[0],44.312,16.56350517
myVariables,kf_1.x[0],44.375,16.58143425
myVariables,kf_1.x[0],44.437,16.59718323
myVariables,kf_1.x[0],44.5,16.65028191
myVariables,kf_1.x[0],44.562,16.61840057
myVariables,kf_1.x[0],44.625,16.59039307
myVariables,kf_1.x[0],44.687,16.60505295
myVariables,kf_1.x[0],44.75,16.65719414
myVariables,kf_1.x[0],44.812,16.665802
myVariables,kf_1.x[0],44.875,16.71055984
myVariables,kf_1.x[0],44.937,16.67135048
myVariables,kf_1.x[0],45,16.59557724
myVariables,kf_1.x[0],45.062,16.53108215
myVariables,kf_1.x[0],45.125,16.55501938
myVariables,kf_1.x[0],45.187,16.49545479
myVariables,kf_1.x[0],45.25,16.52165604
myVariables,kf_1.x[0],45.312,16.54673958
myVariables,kf_1.x[0],45.375,16.48818016
myVariables,kf_1.x[0],45.437,16.43673897
myVariables,kf_1.x[0],45.5,16.43081474
myVariables,kf_1.x[0],45.562,16.38841438
myVariables,kf_1.x[0],45.625,16.39043045
myVariables,kf_1.x[0],45.687,16.42939758
myVariables,kf_1.x[0],45.75,16.58141708
myVariables,kf_1.x[0],45.812,16.63436508
myVariables,kf_1.x[0],45.875,16.64161491
myVariables,kf_1.x[0],45.937,16.57152367
